Fecha,Plataforma,Tipo_Contenido,Impresiones,Likes,Comentarios,Seguidores_Ganados,Ventas_Generadas
2023-05-30,TikTok,Video,33149,6299,442,226,21
2023-03-25,Pinterest,Post,11934,740,20,223,72
2024-05-23,Pinterest,Story,38598,577,872,89,167
2023-04-18,Pinterest,Reel,5155,1545,515,50,153
2024-10-30,Facebook,Story,17993,3875,988,143,124
2022-10-29,Instagram,Video,46728,2943,585,264,4
2022-08-19,Pinterest,Story,4271,942,10,92,53
2024-07-11,Instagram,Reel,9063,436,1023,207,85
2024-12-25,Facebook,Story,18058,1299,811,280,176
2024-07-25,TikTok,Reel,34432,2578,623,-5,2
2022-04-22,TikTok,Video,42743,5923,1146,10,37
2024-11-02,TikTok,Video,27067,4553,409,141,141
2023-05-15,Pinterest,Video,32876,3578,1001,285,174
2024-07-20,TikTok,Post,22422,5822,598,172,141
2023-08-21,Pinterest,Video,12888,947,570,189,72
2022-08-22,Facebook,Story,29832,760,756,211,37
2023-08-25,Facebook,Post,47237,3745,16,163,191
2022-11-10,Pinterest,Video,23995,2736,169,-6,171
2023-07-20,Instagram,Story,8934,7238,882,284,124
2024-11-01,TikTok,Story,21491,5828,82,188,69
2022-07-28,TikTok,Story,27972,7818,618,151,64
2024-11-03,TikTok,Reel,40530,7008,873,245,24
2024-11-09,Pinterest,Post,27349,5063,816,-1,15
2023-08-10,Facebook,Story,2041,6396,1105,49,14
2024-10-11,TikTok,Reel,3265,4562,1076,-13,130
2024-12-29,Facebook,Video,43574,465,771,13,194
2023-11-29,TikTok,Story,37759,1521,86,203,36
2022-05-12,TikTok,Reel,29783,5681,213,158,182
2024-11-09,Pinterest,Story,36351,4230,526,225,124
2023-06-20,Instagram,Post,35125,4312,1057,239,112
2024-10-10,Pinterest,Post,1269,2481,998,87,165
2022-08-15,TikTok,Video,18306,2565,469,221,190
2024-04-01,TikTok,Story,25482,1145,632,3,0
2024-05-20,Instagram,Reel,3472,859,785,195,70
2023-02-09,Facebook,Video,18756,3094,563,34,102
2022-07-21,Facebook,Story,38867,5690,964,5,18
2022-02-07,TikTok,Video,19153,5962,95,260,51
2024-07-30,Facebook,Reel,38543,6666,1081,271,117
2022-07-07,TikTok,Video,21633,1042,864,165,157
2024-12-16,Instagram,Video,39839,1331,560,-9,106
2024-07-29,Instagram,Video,26257,4420,160,108,54
2024-11-09,TikTok,Story,38340,1823,6,187,13
2022-09-30,Instagram,Reel,42899,7237,829,112,12
2023-08-06,Pinterest,Post,44513,3611,806,175,83
2023-05-31,Pinterest,Story,32569,3866,987,241,89
2023-06-10,Instagram,Post,15206,6683,1086,261,26
2022-12-02,TikTok,Post,38731,1806,497,82,88
2023-11-29,TikTok,Story,28409,2423,673,99,136
2024-12-14,Instagram,Story,40718,2626,1063,162,40
2023-05-15,Facebook,Reel,11595,941,79,-12,47
2024-06-18,Pinterest,Reel,20843,4234,948,24,11
2024-02-05,Facebook,Video,26969,6679,375,223,137
2023-06-20,TikTok,Post,1813,757,591,249,5
2022-06-11,TikTok,Reel,8347,2447,333,91,161
2023-08-17,Facebook,Video,9666,7301,594,34,179
2022-06-08,Instagram,Reel,10430,4532,781,-6,40
2022-03-01,Facebook,Story,3785,2184,308,16,5
2024-07-03,Facebook,Reel,36363,2404,583,157,129
2022-07-30,Pinterest,Post,17204,6019,225,106,14
2023-02-10,Pinterest,Reel,19205,5323,983,96,144
2023-10-26,Facebook,Post,1055,4585,1192,51,15
2023-06-26,Facebook,Story,21823,6933,379,90,155
2024-09-24,TikTok,Post,5932,6457,192,128,84
2024-07-15,Pinterest,Reel,1886,1026,1114,164,199
2024-05-17,Pinterest,Video,44507,784,478,84,9
2022-01-19,TikTok,Story,11119,2518,848,126,137
2023-03-08,Instagram,Reel,7354,2590,535,200,137
2024-01-10,Pinterest,Story,43464,682,1075,293,155
2022-07-02,Pinterest,Story,49301,5138,1093,-15,151
2022-04-23,Instagram,Reel,8137,6604,967,239,18
2023-04-26,Pinterest,Reel,21725,4318,479,278,67
2024-04-10,Pinterest,Video,46230,4149,1174,21,183
2024-02-02,Instagram,Story,27239,2951,950,238,194
2023-04-21,Instagram,Story,48208,1713,1094,250,41
2024-02-02,Facebook,Reel,11118,7179,521,26,139
2024-08-28,TikTok,Post,37061,2065,1121,64,145
2024-10-16,TikTok,Reel,7873,5641,430,153,150
2022-06-10,Instagram,Story,35781,3231,1122,37,83
2023-02-05,Instagram,Reel,20687,5206,137,178,133
2022-07-17,Pinterest,Video,2827,4113,318,188,52
2023-10-22,Facebook,Post,32891,2680,595,227,97
2024-12-06,Facebook,Reel,42077,3922,1013,190,41
2023-02-03,Instagram,Video,19049,1104,163,18,193
2022-03-19,Pinterest,Story,39720,430,665,231,29
2022-05-04,Pinterest,Reel,8142,5437,752,110,8
2022-03-16,TikTok,Story,14935,3132,805,270,169
2022-05-17,TikTok,Video,34260,2441,414,229,33
2023-08-25,Pinterest,Story,38692,7761,684,31,167
2024-04-16,TikTok,Video,4881,1642,118,-7,87
2023-05-15,Instagram,Video,31547,4311,901,135,144
2022-05-18,Pinterest,Video,20058,2797,1083,9,156
2022-02-19,TikTok,Reel,31282,2439,69,69,49
2024-08-30,Facebook,Story,5282,3603,688,146,75
2022-09-11,Pinterest,Story,26381,5188,150,48,176
2023-12-11,Pinterest,Post,40728,5797,947,142,188
2023-07-17,Facebook,Post,29909,3077,1038,221,45
2024-01-27,Instagram,Post,19962,1257,743,31,45
2023-07-01,Facebook,Post,3483,3903,190,121,125
2024-07-10,Pinterest,Story,32433,594,1162,42,16
2023-08-04,Instagram,Video,47450,3131,839,271,65
2022-02-18,TikTok,Video,3023,3713,813,70,103
2024-07-05,TikTok,Reel,10177,2289,175,131,4
2023-12-05,TikTok,Video,10792,2417,217,136,122
2022-09-18,Pinterest,Story,15589,3823,31,288,181
2022-12-22,Facebook,Story,5081,2677,1018,129,124
2023-09-30,Instagram,Story,12407,6668,1096,250,111
2024-01-13,TikTok,Reel,6109,3981,794,48,15
2024-10-06,Instagram,Post,44643,6830,412,95,80
2024-07-19,Pinterest,Video,23436,2524,1137,171,90
2023-10-03,TikTok,Story,43225,3180,78,-17,134
2024-03-02,Pinterest,Story,46223,3557,582,54,135
2023-09-04,Facebook,Post,34488,146,684,277,71
2024-03-19,Pinterest,Story,30006,6689,790,220,95
2023-11-17,Pinterest,Video,13663,3908,853,9,110
2022-07-07,Facebook,Reel,46557,2758,874,122,81
2024-09-11,Instagram,Story,13037,5447,241,162,37
2023-07-02,Facebook,Video,22919,3386,731,-5,53
2023-12-26,Facebook,Story,43078,6202,382,90,75
2024-07-14,Pinterest,Post,9955,506,665,180,14
2024-05-25,Instagram,Story,9563,5964,834,86,177
2023-09-10,TikTok,Story,1334,4418,910,141,183
2023-02-18,Facebook,Reel,32714,3037,380,262,115
2024-06-21,Instagram,Post,27898,4138,623,248,8
2022-06-12,Facebook,Post,34992,3934,657,134,7
2022-09-27,Facebook,Reel,2913,1081,1104,52,109
2023-09-24,Facebook,Story,10005,257,1037,176,146
2024-06-24,Facebook,Video,37766,1987,200,222,50
2022-07-24,Pinterest,Post,2605,5806,811,65,199
2023-08-05,Instagram,Post,3068,1196,897,266,184
2024-04-20,Instagram,Story,42598,5202,1089,238,195
2023-08-19,Instagram,Story,49861,5682,941,265,30
2022-09-07,Facebook,Post,38179,4349,851,128,101
2024-05-24,Pinterest,Story,49885,6711,822,169,2
2022-07-15,Facebook,Video,34060,5978,568,196,98
2023-11-21,Facebook,Post,14695,2614,638,65,82
2024-12-29,Instagram,Video,47169,492,683,195,42
2023-10-01,Facebook,Video,16262,7809,1022,299,28
2023-11-03,TikTok,Story,41794,4834,12,97,9
2024-08-01,Facebook,Video,16398,7043,1073,66,139
2022-07-18,TikTok,Story,22077,882,348,19,45
2023-05-07,Facebook,Reel,1714,6532,800,140,29
2024-06-14,Pinterest,Story,21303,1511,1055,170,93
2022-05-22,Pinterest,Video,48614,3566,853,4,31
2022-06-14,Instagram,Reel,24198,1209,66,131,46
2022-11-10,Facebook,Story,33480,436,1090,74,87
2022-01-21,TikTok,Video,2158,2091,426,25,62
2024-09-10,TikTok,Post,12770,7242,637,117,153
2022-11-01,Facebook,Post,47297,2603,796,267,130
2023-01-06,TikTok,Story,38292,5494,555,143,22
2024-05-02,Pinterest,Story,46307,1768,610,-5,73
2023-01-19,TikTok,Post,22801,4825,1143,-3,49
2023-03-21,Instagram,Video,5641,4100,1149,115,163
2023-03-01,Pinterest,Video,39256,3459,529,226,123
2022-06-10,Pinterest,Video,14277,739,903,227,12
2023-09-21,Pinterest,Story,38846,7078,167,177,125
2024-06-13,Facebook,Reel,29941,7312,791,-20,28
2023-05-05,Facebook,Reel,48319,5714,914,169,165
2024-10-13,Pinterest,Reel,28969,6816,986,273,120
2022-11-23,Facebook,Reel,4345,1219,383,24,89
2023-08-21,TikTok,Reel,45150,5038,177,11,132
2024-10-11,Facebook,Story,23790,1002,1004,97,147
2022-10-16,Facebook,Story,47515,5400,68,275,77
2023-08-16,Pinterest,Reel,31199,4929,1129,163,108
2023-07-27,Instagram,Story,44752,6192,979,170,13
2022-01-28,Instagram,Story,33646,6017,70,214,135
2024-08-11,Instagram,Reel,3793,4640,462,217,47
2022-02-12,TikTok,Video,44898,7255,457,195,140
2023-02-27,Facebook,Story,46928,3546,983,53,23
2022-06-26,Instagram,Video,17108,7864,182,90,78
2023-06-13,Pinterest,Story,1237,3967,284,82,192
2024-08-23,Instagram,Story,17119,4892,348,53,161
2022-07-17,Instagram,Reel,12970,2534,1045,231,50
2023-09-02,Facebook,Story,22872,1904,300,93,2
2024-04-21,Facebook,Post,16617,3489,206,292,127
2024-05-02,Facebook,Post,15279,6538,966,217,118
2022-01-22,TikTok,Reel,29794,3281,688,152,57
2024-12-16,TikTok,Video,22130,2647,1177,58,124
2024-12-25,Instagram,Video,40539,7879,379,72,199
2024-04-21,Facebook,Video,12678,4033,39,29,112
2022-04-08,Instagram,Post,20435,7013,33,264,54
2023-03-11,Pinterest,Video,47758,6734,779,202,118
2023-09-29,Pinterest,Video,23284,2241,225,60,119
2023-08-11,Facebook,Reel,23527,2685,57,245,79
2022-12-10,Facebook,Video,31508,706,795,134,41
2023-07-25,Pinterest,Post,47131,3862,80,212,20
2023-09-03,Facebook,Post,2323,7793,498,295,9
2022-08-31,TikTok,Post,7352,6028,121,215,56
2023-07-15,TikTok,Reel,13572,6538,284,138,152
2024-08-17,Facebook,Reel,11633,3390,750,295,55
2022-02-01,Pinterest,Story,15611,3961,953,230,37
2023-01-26,Instagram,Video,32812,6889,768,293,85
2022-10-04,Facebook,Reel,24661,1846,299,280,112
2023-06-16,Facebook,Post,39787,4413,1022,261,188
2023-01-18,Instagram,Post,2277,6362,1049,81,111
2024-12-27,Facebook,Reel,24514,7988,1101,30,174
2024-06-02,Instagram,Reel,15272,1812,846,31,53
2022-08-02,Pinterest,Reel,46889,6226,1064,188,45
2023-01-11,TikTok,Story,45127,4522,501,286,195
2024-01-14,Pinterest,Post,18661,3335,210,110,3
2022-08-01,TikTok,Story,42764,1635,430,249,193
2022-03-20,Instagram,Story,7990,5609,48,184,170
2023-09-20,TikTok,Video,42161,3613,1119,198,61
2023-08-27,Pinterest,Post,25002,2490,609,236,123
2024-02-21,TikTok,Post,36257,4634,458,164,127
2024-09-27,Instagram,Reel,41611,4867,599,124,111
2023-11-11,TikTok,Reel,33237,5091,511,157,84
2022-02-27,Facebook,Video,18209,3150,798,-7,3
2024-11-15,Pinterest,Story,45182,6232,25,225,64
2024-05-30,Facebook,Reel,9498,5781,1158,166,61
2023-03-23,Instagram,Reel,29406,3294,624,238,89
2022-03-07,TikTok,Post,35990,1090,418,19,119
2024-12-03,Facebook,Post,5156,3177,1099,68,129
2024-10-08,Facebook,Reel,37401,2323,341,104,136
2022-08-15,TikTok,Post,26235,3679,914,-12,184
2024-02-13,TikTok,Video,29592,2164,280,63,44
2023-11-10,Pinterest,Reel,1742,7414,896,0,145
2023-08-24,Facebook,Post,41807,1727,17,260,111
2023-01-14,Facebook,Video,2331,7028,1031,151,175
2023-12-10,Instagram,Post,29011,3144,982,4,41
2022-11-03,Pinterest,Post,7746,1048,978,82,40
2024-02-18,Instagram,Post,31967,7823,179,169,88
2023-05-19,Facebook,Reel,18802,5923,245,215,185
2022-09-25,Instagram,Story,3732,2334,551,292,41
2022-01-08,Facebook,Post,37026,5102,18,16,34
2023-05-23,Facebook,Video,39265,7112,729,251,165
2023-04-21,Instagram,Reel,11472,1639,7,272,66
2022-06-13,Instagram,Reel,48636,1211,695,131,40
2023-04-30,TikTok,Video,35092,2570,751,261,98
2024-12-31,TikTok,Post,11183,6014,773,-1,49
2023-07-21,TikTok,Story,24164,3905,876,116,103
2024-06-23,Facebook,Post,37328,4698,499,8,85
2023-07-13,Instagram,Video,33672,5779,421,10,199
2022-08-26,Pinterest,Reel,18605,744,632,-2,78
2023-07-08,Facebook,Story,22200,7857,1080,127,44
2024-04-07,Pinterest,Reel,11517,7446,1025,262,198
2023-04-13,Instagram,Video,37113,4462,146,279,146
2023-01-21,Facebook,Post,21094,6791,1114,142,105
2024-02-14,Pinterest,Story,11884,4913,50,92,144
2024-04-27,Pinterest,Reel,30848,7938,848,129,192
2023-01-22,TikTok,Reel,16948,3848,1013,234,121
2024-05-26,TikTok,Reel,9991,7079,14,66,76
2022-09-16,TikTok,Post,13612,3733,668,77,55
2022-10-10,Facebook,Story,31521,6754,577,111,111
2022-02-09,Instagram,Post,45053,7418,653,291,92
2023-05-01,Instagram,Post,1468,2021,917,76,40
2024-07-17,TikTok,Post,868,6451,644,77,169
2022-08-08,TikTok,Video,8924,1553,620,269,5
2024-10-11,TikTok,Video,35510,3299,702,206,196
2024-10-20,Pinterest,Video,36351,6950,913,124,97
2023-09-05,TikTok,Story,25996,4268,182,135,72
2024-07-16,Pinterest,Post,31436,6535,873,249,167
2023-11-19,Instagram,Post,13822,3292,1034,141,40
2023-09-05,Facebook,Video,1969,1918,857,91,8
2022-09-17,Facebook,Post,37993,1721,311,164,7
2024-09-16,Facebook,Post,4759,1132,552,184,171
2024-08-23,Facebook,Reel,36890,1778,331,76,185
2023-01-01,Pinterest,Post,10792,7682,399,34,103
2023-06-28,Pinterest,Reel,27341,3901,304,96,194
2023-10-11,TikTok,Post,28865,6453,753,72,12
2024-03-24,Pinterest,Story,17707,7590,289,272,18
2024-11-05,TikTok,Video,36699,6142,334,183,97
2023-07-29,TikTok,Reel,23412,2192,54,261,95
2024-10-09,Facebook,Video,37419,1198,777,168,48
2023-11-01,Pinterest,Reel,37481,6234,382,63,99
2022-09-26,Pinterest,Reel,15735,6060,1004,159,81
2024-07-12,TikTok,Reel,42257,303,778,253,157
2022-09-04,TikTok,Story,34047,4152,1172,160,65
2022-05-11,Instagram,Post,48619,3592,1088,160,90
2022-12-19,Instagram,Reel,44310,2825,872,262,58
2022-07-15,TikTok,Story,19776,7728,1103,266,52
2024-07-18,Instagram,Reel,32423,7798,7,85,51
2024-10-18,Instagram,Post,6034,6262,752,108,80
2023-10-07,TikTok,Reel,26969,7298,279,241,158
2022-08-15,TikTok,Story,36574,4687,219,-10,14
2023-12-02,Pinterest,Post,36170,7802,333,141,120
2022-09-22,TikTok,Story,33063,3383,259,160,147
2023-10-08,TikTok,Post,46659,4234,130,192,4
2022-07-30,Facebook,Post,36986,6084,771,253,134
2024-07-31,Pinterest,Video,521,3329,221,0,17
2023-04-02,Pinterest,Video,34768,4358,836,254,55
2023-12-26,Pinterest,Video,42302,2931,186,239,74
2024-09-08,Facebook,Post,16299,315,338,95,95
2023-08-11,TikTok,Reel,26836,7105,515,4,113
2023-04-21,Pinterest,Story,4141,2390,387,233,100
2024-09-12,Pinterest,Story,22096,5376,336,190,172
2022-06-05,Instagram,Story,33459,6526,1193,284,27
2022-07-09,Pinterest,Video,13806,3198,904,236,49
2024-09-07,TikTok,Post,46682,3409,646,147,1
2023-06-30,TikTok,Video,9087,1054,638,0,67
2022-02-10,Instagram,Reel,31859,2144,455,65,127
2022-11-03,Pinterest,Post,21998,4767,200,-6,76
2024-07-31,Pinterest,Story,5162,3321,462,29,23
2022-12-04,Pinterest,Video,37594,4572,834,283,111
2024-08-10,Facebook,Video,42333,259,261,284,175
2022-10-06,Pinterest,Reel,27697,937,13,175,172
2024-06-14,TikTok,Reel,21219,5589,765,280,118
2022-09-30,TikTok,Video,25165,203,953,267,185
2024-04-16,Facebook,Reel,43739,3643,1087,224,35
2023-09-12,Facebook,Story,25532,464,891,180,1
2024-05-11,Pinterest,Reel,13141,3474,397,172,126
2024-07-19,Instagram,Reel,42464,5326,1147,125,104
2022-10-16,Facebook,Video,30528,1334,403,289,17
2023-12-25,Facebook,Video,45994,3198,335,106,176
2024-06-11,Pinterest,Post,16151,818,484,154,7
2022-09-29,Pinterest,Post,9036,1032,138,113,185
2024-12-25,Facebook,Video,46212,5657,920,45,14
2023-04-28,Instagram,Reel,6773,3252,939,258,144
2024-07-24,Facebook,Reel,6784,4724,359,225,22
2022-09-05,Pinterest,Post,26192,3576,588,216,193
2022-06-05,Pinterest,Post,9317,2837,629,150,197
2024-12-06,Facebook,Post,29455,2260,1135,30,92
2023-03-30,Instagram,Story,27055,1088,294,132,154
2022-07-20,Facebook,Story,20878,7449,829,59,164
2022-05-04,Facebook,Post,41682,6388,633,124,48
2022-01-01,Pinterest,Reel,17627,3982,1023,253,63
2024-08-25,Instagram,Post,18452,591,636,134,33
2024-05-04,TikTok,Story,12039,408,1175,122,17
2023-10-02,Instagram,Reel,47261,899,331,277,63
2022-07-10,Facebook,Story,46719,7548,214,13,105
2023-05-31,Facebook,Reel,15192,4572,1131,283,73
2023-03-18,Facebook,Story,18620,2594,640,218,101
2022-05-23,Instagram,Reel,13834,7021,872,117,171
2023-06-17,Pinterest,Reel,29115,4631,432,233,16
2022-08-15,Facebook,Reel,8403,1881,397,-16,186
2024-08-06,Facebook,Reel,29027,1522,830,155,140
2023-04-05,Instagram,Video,16129,1486,920,193,51
2023-07-05,TikTok,Story,18240,379,1137,2,187
2023-01-28,TikTok,Story,34282,5901,352,297,169
2024-04-24,Pinterest,Video,27208,7082,54,-8,63
2022-07-29,Pinterest,Reel,11360,7184,920,220,193
2023-10-08,Facebook,Reel,17938,5316,1133,255,33
2022-08-07,Instagram,Story,2264,4404,1055,71,94
2023-02-11,Facebook,Video,6509,6485,972,87,86
2024-06-06,Pinterest,Reel,21342,4288,804,208,198
2023-07-12,Instagram,Reel,42872,6162,1021,131,101
2023-07-04,Instagram,Reel,49280,4058,653,87,191
2022-05-22,Pinterest,Post,33935,6940,305,268,160
2023-09-04,TikTok,Video,3870,4772,170,155,139
2023-05-16,TikTok,Reel,39244,1438,320,299,75
2024-04-19,Instagram,Post,20954,4235,5,265,18
2023-12-03,Facebook,Video,41881,769,1024,220,136
2023-08-19,TikTok,Reel,38867,3285,67,124,73
2022-10-08,Facebook,Story,4150,4626,487,-7,144
2023-02-28,TikTok,Post,45617,2181,226,254,49
2024-05-05,TikTok,Post,26208,1150,156,50,38
2022-09-27,Facebook,Reel,43162,722,648,294,168
2022-06-03,Pinterest,Reel,3690,566,630,174,137
2023-09-06,TikTok,Post,48613,2582,221,279,11
2023-10-24,TikTok,Story,9289,5759,200,-10,78
2022-03-24,Facebook,Story,32625,7820,999,85,14
2024-08-04,Pinterest,Video,33659,3720,1019,237,27
2024-06-17,TikTok,Reel,17959,831,651,175,131
2022-10-11,TikTok,Story,35918,6297,1169,124,35
2024-09-06,Pinterest,Video,46868,3573,712,199,118
2022-06-22,TikTok,Story,47585,3608,1085,153,64
2024-12-22,Pinterest,Reel,19268,6181,1170,195,97
2024-02-02,Pinterest,Video,16063,2436,726,72,46
2023-09-25,Facebook,Video,28385,4832,644,239,80
2024-02-26,Instagram,Video,22385,1639,110,42,38
2024-07-31,Pinterest,Story,7395,5045,169,8,37
2024-10-08,Facebook,Reel,24458,1551,219,254,43
2023-02-02,Instagram,Video,2031,3844,1099,264,178
2024-07-22,TikTok,Post,5981,6800,94,49,96
2023-11-07,Instagram,Reel,24432,4368,878,258,123
2024-07-24,Pinterest,Post,21860,3130,1107,210,25
2023-04-10,Pinterest,Post,44142,1126,612,281,163
2022-10-13,Pinterest,Video,25329,1150,353,234,196
2022-09-22,Pinterest,Video,20432,5887,898,151,96
2022-11-16,Pinterest,Story,39431,552,250,159,0
2023-11-04,Facebook,Story,38532,1389,276,243,52
2024-03-30,Pinterest,Story,16390,3935,407,162,5
2022-03-30,Facebook,Reel,19307,7015,1144,184,36
2024-03-31,TikTok,Story,12267,673,1044,228,1
2024-09-27,Pinterest,Post,8571,1936,965,192,122
2022-11-30,Pinterest,Story,26649,6358,902,138,68
2022-08-10,Instagram,Video,16040,3400,1084,79,168
2022-02-10,TikTok,Story,36176,1100,1131,296,178
2022-03-09,Pinterest,Reel,5212,5239,288,91,174
2024-09-14,Pinterest,Reel,26701,7435,521,287,12
2023-05-29,TikTok,Post,45458,6131,622,145,68
2023-11-26,Facebook,Reel,20399,5534,616,15,65
2024-11-05,Pinterest,Story,20287,3822,754,91,58
2023-04-22,Instagram,Video,21482,3966,404,66,67
2024-12-21,Pinterest,Reel,23106,4068,90,162,58
2024-05-30,Instagram,Post,10650,1379,324,64,116
2023-03-08,Instagram,Story,20893,5293,1060,248,9
2022-09-25,Pinterest,Post,37759,4164,340,144,140
2024-11-24,Pinterest,Reel,47187,5426,55,282,129
2024-02-18,Instagram,Reel,47436,3417,1107,69,14
2023-05-09,TikTok,Post,28250,5191,178,217,45
2023-10-23,TikTok,Story,9093,4001,505,1,184
2024-10-09,Pinterest,Reel,17858,5134,80,146,137
2024-11-24,Facebook,Video,17107,2547,320,194,149
2024-09-03,TikTok,Reel,37881,6745,1109,37,88
2023-04-27,Pinterest,Story,25311,1623,701,9,76
2023-12-29,TikTok,Reel,28574,5217,1014,85,135
2023-04-25,Facebook,Post,21095,6888,736,146,148
2024-12-24,Pinterest,Reel,44694,2684,1099,133,149
2024-10-28,Facebook,Reel,49877,2818,973,-14,109
2022-12-09,Pinterest,Story,27353,5352,858,176,96
2022-11-28,Facebook,Post,8683,5604,670,25,44
2023-03-14,TikTok,Story,21161,6300,656,-3,90
2022-06-23,TikTok,Reel,41669,1261,1099,132,167
2023-07-13,Facebook,Video,36995,825,50,243,113
2023-06-11,Facebook,Reel,14203,7303,1075,53,149
2023-10-21,Facebook,Story,31315,6005,153,124,157
2022-01-26,Pinterest,Video,30065,6012,914,81,189
2024-03-30,TikTok,Story,23442,7673,1158,100,72
2023-08-28,Pinterest,Story,43486,1210,460,155,172
2023-02-10,TikTok,Post,33661,6027,881,42,34
2022-08-20,Instagram,Video,49260,7091,970,275,41
2023-06-17,Pinterest,Reel,42303,2433,873,63,132
2023-05-20,TikTok,Story,10216,2704,933,-6,26
2022-06-28,TikTok,Reel,42063,7031,1028,113,197
2022-05-12,Pinterest,Post,33849,5926,1005,100,189
2022-12-14,Pinterest,Post,47598,3590,778,298,31
2023-06-24,TikTok,Video,43399,4747,248,107,135
2024-02-11,Pinterest,Post,632,5740,478,267,102
2022-03-17,Facebook,Post,48252,6596,386,280,84
2023-08-02,Pinterest,Reel,3885,4685,1131,159,145
2024-05-03,Pinterest,Post,37038,1145,493,61,77
2022-07-13,Pinterest,Post,35536,5951,1065,-8,142
2022-12-13,TikTok,Story,34243,73,401,3,153
2024-08-08,Facebook,Post,40873,4769,300,147,180
2022-08-02,Instagram,Story,7713,5981,111,249,43
2023-07-27,Instagram,Post,44723,3606,864,49,31
2024-02-19,Facebook,Post,26619,1129,958,297,27
2022-09-19,Facebook,Video,3335,5131,534,68,166
2023-12-31,Facebook,Video,3238,4368,1111,168,159
2022-10-10,TikTok,Story,42817,7849,938,236,76
2022-12-28,Instagram,Post,4634,228,292,196,17
2023-03-17,Facebook,Reel,26392,2897,710,11,102
2022-04-03,TikTok,Video,40101,6627,219,120,69
2024-01-23,Instagram,Reel,8853,2010,736,140,118
2024-05-16,Pinterest,Video,16190,1523,348,11,138
2022-05-22,TikTok,Video,2409,4938,198,291,159
2024-01-19,Instagram,Post,26203,5029,162,131,147
2023-10-15,TikTok,Video,14996,6685,469,239,96
2023-12-02,Instagram,Reel,12562,1262,108,195,167
2024-09-24,Instagram,Video,10350,5747,38,258,135
2022-02-18,Pinterest,Story,28201,859,1130,264,34
2024-05-30,TikTok,Post,35231,5106,643,77,68
2023-07-09,Facebook,Post,5653,469,329,9,125
2023-02-08,Pinterest,Story,10981,7466,695,69,98
2024-06-10,Pinterest,Story,34234,3709,596,127,77
2024-05-14,Instagram,Story,1389,6842,145,123,148
2023-08-25,Facebook,Video,19945,5333,478,46,110
2022-12-07,TikTok,Post,6961,3866,1059,37,151
2023-12-05,Facebook,Story,39434,1328,888,260,16
2022-11-14,Facebook,Video,28705,2573,67,258,145
2023-09-10,Facebook,Story,23851,1490,1115,215,139
2023-01-17,Facebook,Reel,16506,6363,308,107,143
2022-08-21,Facebook,Reel,44649,1390,1089,188,3
2024-03-27,Instagram,Post,49612,2271,400,165,161
2023-07-07,Instagram,Video,11440,6663,338,148,91
2024-05-05,Pinterest,Reel,11758,2442,790,151,173
2024-03-29,Instagram,Reel,24985,6638,415,239,74
2022-07-02,Pinterest,Video,24263,5187,288,184,158
2024-11-30,Pinterest,Story,40548,5239,470,114,152
2023-02-01,TikTok,Video,1567,1411,84,25,102
2024-02-18,Facebook,Story,21107,6821,788,-12,23
2024-06-25,Instagram,Reel,44383,641,1105,140,64
2022-05-07,TikTok,Reel,9518,576,737,268,116
2022-01-01,Instagram,Reel,49021,7905,81,85,152
2022-01-19,Pinterest,Post,47446,2553,513,269,155
2023-08-07,Instagram,Post,15687,1342,1192,67,163
2023-04-01,Facebook,Post,37875,1704,1037,171,81
2024-08-14,Pinterest,Video,4485,4956,466,132,5
2023-03-21,Pinterest,Reel,43552,237,249,290,65
2023-08-25,TikTok,Reel,20063,7214,126,116,66
2022-04-13,Facebook,Video,47822,5738,189,252,71
2024-09-14,Pinterest,Post,37806,2808,36,128,94
2023-06-04,Facebook,Video,19108,578,1002,167,47
2024-05-08,Instagram,Post,39639,483,766,120,69
2022-06-23,Facebook,Reel,2226,6481,573,110,77
2024-10-01,Pinterest,Story,27082,6087,314,-17,66
2023-03-07,TikTok,Post,6291,7784,834,242,175
2023-12-28,Pinterest,Reel,8958,6692,996,5,64
2024-04-29,Facebook,Reel,17721,3562,1084,3,171
2024-09-16,Facebook,Story,49006,1854,795,245,62
2023-10-01,Pinterest,Reel,21468,352,468,208,45
2023-02-24,Facebook,Reel,17570,4232,682,248,146
2023-08-17,Instagram,Post,28437,7023,983,104,191
2023-04-30,Pinterest,Post,42331,487,674,151,72
